	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY	ph
945.P2.B7.lane2.NoIndex.L002	44638.0	682	16.0	1	0.0	0	8.72
945.P2.B8.lane2.NoIndex.L002	60564.0	670	5.0	1	0.0	0	8.57
945.P2.B9.lane2.NoIndex.L002	47256.0	789	11.0	2	1.0	1	8.08
945.P2.C11.lane2.NoIndex.L002	35837.0	809	6.0	1	0.0	0	8.27
945.P2.C2.lane2.NoIndex.L002	34690.0	564	3.0	1	1.0	1	8.04
945.P2.C3.lane2.NoIndex.L002	62141.0	703	2.0	1	0.0	0	7.84
945.P2.C4.lane2.NoIndex.L002	56271.0	643	1.0	1	0.0	0	7.69
945.P2.C5.lane2.NoIndex.L002	41372.0	543	19.0	1	0.0	0	7.77
945.P2.C6.lane2.NoIndex.L002	55311.0	1732	2.0	1	0.0	0	7.91
945.P2.C8.lane2.NoIndex.L002	40669.0	1206	0.0	0	1.0	1	7.58
945.P2.C9.lane2.NoIndex.L002	52525.0	1441	6.0	1	0.0	0	7.53
945.P2.D1.lane2.NoIndex.L002	49086.0	665	9.0	1	0.0	0	8.24
945.P2.D10.lane2.NoIndex.L002	47252.0	399	1.0	1	0.0	0	8.3
945.P2.D11.lane2.NoIndex.L002	50787.0	1395	13.0	2	6.0	1	8.27
945.P2.D12.lane2.NoIndex.L002	47687.0	752	1.0	1	0.0	0	7.96
945.P2.D2.lane2.NoIndex.L002	48718.0	1066	32.0	1	2.0	1	8.04
945.P2.D3.lane2.NoIndex.L002	51696.0	1088	51.0	3	0.0	0	7.84
945.P2.D4.lane2.NoIndex.L002	57923.0	478	3.0	1	0.0	0	7.69
945.P2.D5.lane2.NoIndex.L002	50923.0	1147	22.0	1	3.0	1	7.77
945.P2.D6.lane2.NoIndex.L002	37926.0	746	34.0	1	2.0	1	7.91
945.P2.D7.lane2.NoIndex.L002	60403.0	635	6.0	1	0.0	0	7.7
945.P2.D8.lane2.NoIndex.L002	42732.0	922	3.0	1	0.0	0	7.58
945.P2.D9.lane2.NoIndex.L002	41015.0	632	7.0	1	0.0	0	7.53
945.P2.E1.lane2.NoIndex.L002	41777.0	746	4.0	2	3.0	2	8.61
945.P2.E10.lane2.NoIndex.L002	47758.0	442	98.0	3	0.0	0	8.52
945.P2.E11.lane2.NoIndex.L002	39331.0	1201	32.0	2	0.0	0	8.68
945.P2.E12.lane2.NoIndex.L002	40225.0	832	2.0	1	0.0	0	8.67
945.P2.E2.lane2.NoIndex.L002	35804.0	450	17.0	2	0.0	0	8.56
945.P2.E3.lane2.NoIndex.L002	44962.0	857	19.0	2	0.0	0	8.44
945.P2.E4.lane2.NoIndex.L002	52507.0	480	2.0	1	0.0	0	8.16
945.P2.E5.lane2.NoIndex.L002	39875.0	927	16.0	2	0.0	0	8.76
945.P2.E6.lane2.NoIndex.L002	46334.0	674	12.0	1	0.0	0	8.64
945.P2.E7.lane2.NoIndex.L002	58949.0	707	5.0	1	0.0	0	8.72
945.P2.E8.lane2.NoIndex.L002	40861.0	552	5.0	1	0.0	0	8.46
945.P2.E9.lane2.NoIndex.L002	43896.0	702	9.0	1	0.0	0	8.15
945.P2.F1.lane2.NoIndex.L002	43457.0	567	2.0	1	0.0	0	8.61
945.P2.F11.lane2.NoIndex.L002	44436.0	1551	33.0	3	0.0	0	8.68
945.P2.F12.lane2.NoIndex.L002	39522.0	1094	36.0	2	0.0	0	8.67
945.P2.F3.lane2.NoIndex.L002	44022.0	612	59.0	1	0.0	0	8.44
945.P2.F5.lane2.NoIndex.L002	40047.0	1312	16.0	2	0.0	0	8.76
945.P2.F6.lane2.NoIndex.L002	39987.0	698	13.0	2	7.0	1	8.64
945.P2.F7.lane2.NoIndex.L002	59101.0	720	4.0	1	0.0	0	8.72
945.P2.F8.lane2.NoIndex.L002	36794.0	571	5.0	1	0.0	0	8.46
945.P2.F9.lane2.NoIndex.L002	40213.0	478	1.0	1	0.0	0	8.15
945.P2.G12.lane2.NoIndex.L002	49668.0	627	1.0	1	0.0	0	7.89
945.P2.G3.lane2.NoIndex.L002	54707.0	558	1.0	1	0.0	0	7.82
945.P2.G5.lane2.NoIndex.L002	36855.0	537	3.0	1	0.0	0	7.97
945.P2.G6.lane2.NoIndex.L002	52696.0	526	1.0	1	0.0	0	7.63
945.P2.G8.lane2.NoIndex.L002	50546.0	1232	12.0	2	1.0	1	7.8
945.P2.G9.lane2.NoIndex.L002	46377.0	481	1.0	1	0.0	0	8.09
945.P2.H1.lane2.NoIndex.L002	46519.0	777	2.0	1	0.0	0	8.15
945.P2.H10.lane2.NoIndex.L002	46652.0	501	1.0	1	0.0	0	8.38
945.P2.H11.lane2.NoIndex.L002	40763.0	918	29.0	3	0.0	0	8.06
945.P2.H12.lane2.NoIndex.L002	43111.0	693	2.0	1	0.0	0	7.89
945.P2.H2.lane2.NoIndex.L002	45564.0	823	5.0	1	1.0	1	7.8
945.P2.H3.lane2.NoIndex.L002	56654.0	402	2.0	1	0.0	0	7.82
945.P2.H4.lane2.NoIndex.L002	55737.0	627	92.0	2	0.0	0	7.73
945.P2.H5.lane2.NoIndex.L002	54258.0	955	48.0	2	0.0	0	7.97
945.P2.H7.lane2.NoIndex.L002	53277.0	633	3.0	1	0.0	0	7.65
945.P2.H8.lane2.NoIndex.L002	44148.0	1007	7.0	2	2.0	1	7.8
945.P3.A1.lane2.NoIndex.L002	43689.0	669	4.0	1	0.0	0	8.62
945.P3.A10.lane2.NoIndex.L002	71402.0	686	3.0	1	0.0	0	8.66
945.P3.A12.lane2.NoIndex.L002	57713.0	1757	8.0	1	0.0	0	8.64
945.P3.A3.lane2.NoIndex.L002	63643.0	851	1.0	1	1.0	1	8.02
945.P3.A4.lane2.NoIndex.L002	70820.0	754	4.0	1	0.0	0	7.8
945.P3.B1.lane2.NoIndex.L002	54438.0	876	6.0	1	0.0	0	8.62
945.P3.B10.lane2.NoIndex.L002	64660.0	816	8.0	1	0.0	0	8.67
945.P3.B12.lane2.NoIndex.L002	87760.0	1016	5.0	1	0.0	0	8.64
945.P3.B2.lane2.NoIndex.L002	50257.0	620	3.0	1	0.0	0	8.43
945.P3.B3.lane2.NoIndex.L002	72620.0	591	7.0	1	0.0	0	8.02
945.P3.B4.lane2.NoIndex.L002	72672.0	796	5.0	1	0.0	0	7.8
945.P3.B7.lane2.NoIndex.L002	69399.0	909	4.0	1	0.0	0	8.58
945.P3.C1.lane2.NoIndex.L002	50177.0	556	2.0	1	0.0	0	7.75
945.P3.C2.lane2.NoIndex.L002	50492.0	591	4.0	1	3.0	2	7.64
945.P3.C3.lane2.NoIndex.L002	70770.0	491	1.0	1	0.0	0	7.63
945.P3.C7.lane2.NoIndex.L002	85768.0	884	3.0	1	0.0	0	8.58
945.P3.D1.lane2.NoIndex.L002	53700.0	656	3.0	2	1.0	1	7.75
945.P3.D10.lane2.NoIndex.L002	72964.0	733	2.0	1	0.0	0	8.76
945.P3.D12.lane2.NoIndex.L002	62815.0	1077	2.0	1	0.0	0	8.81
945.P3.D2.lane2.NoIndex.L002	55245.0	798	16.0	2	0.0	0	7.64
945.P3.D5.lane2.NoIndex.L002	36598.0	1450	23.0	2	0.0	0	8.4
945.P3.D8.lane2.NoIndex.L002	60803.0	808	16.0	2	0.0	0	8.46
945.P3.E1.lane2.NoIndex.L002	44425.0	661	2.0	1	0.0	0	8.44
945.P3.E2.lane2.NoIndex.L002	51570.0	1088	3.0	1	0.0	0	8.25
945.P3.E3.lane2.NoIndex.L002	58930.0	495	1.0	1	0.0	0	8.3
945.P3.E5.lane2.NoIndex.L002	55074.0	1587	6.0	1	0.0	0	8.4
945.P3.F1.lane2.NoIndex.L002	55051.0	753	6.0	1	0.0	0	8.44
945.P3.F11.lane2.NoIndex.L002	50350.0	1501	3.0	1	1.0	1	8.58
945.P3.F2.lane2.NoIndex.L002	72116.0	1612	47.0	3	0.0	0	8.25
945.P3.F3.lane2.NoIndex.L002	55072.0	1091	5.0	1	0.0	0	8.3
945.P3.F4.lane2.NoIndex.L002	60541.0	872	5.0	1	0.0	0	8.0
945.P3.F5.lane2.NoIndex.L002	65102.0	1519	13.0	2	0.0	0	8.4
945.P3.F8.lane2.NoIndex.L002	71581.0	1510	34.0	1	3.0	2	8.62
945.P3.G10.lane2.NoIndex.L002	60723.0	1041	0.0	0	1.0	1	8.36
945.P3.G11.lane2.NoIndex.L002	78968.0	2000	44.0	3	0.0	0	8.58
945.P3.G12.lane2.NoIndex.L002	68347.0	607	11.0	1	0.0	0	8.09
945.P3.G3.lane2.NoIndex.L002	64731.0	464	4.0	1	0.0	0	8.26
945.P3.G8.lane2.NoIndex.L002	53976.0	921	5.0	1	0.0	0	8.62
945.P3.H2.lane2.NoIndex.L002	56892.0	917	3.0	1	0.0	0	7.7
945.P3.H3.lane2.NoIndex.L002	57012.0	485	1.0	1	0.0	0	8.26
945.P3.H9.lane2.NoIndex.L002	69671.0	518	5.0	2	0.0	0	8.66
945.P4.A1.lane2.NoIndex.L002	53923.0	1473	12.0	1	0.0	0	8.75
945.P4.A11.lane2.NoIndex.L002	60030.0	485	2.0	1	0.0	0	8.3
945.P4.A2.lane2.NoIndex.L002	50601.0	2486	0.0	0	4.0	4	8.72
945.P4.A3.lane2.NoIndex.L002	59653.0	1269	15.0	2	4.0	2	8.86
945.P4.A4.lane2.NoIndex.L002	32496.0	441	1.0	1	0.0	0	8.37
945.P4.A6.lane2.NoIndex.L002	62172.0	626	1.0	1	0.0	0	8.58
945.P4.A7.lane2.NoIndex.L002	62880.0	825	16.0	1	1.0	1	8.56
945.P4.A8.lane2.NoIndex.L002	69924.0	769	6.0	2	0.0	0	8.72
945.P4.A9.lane2.NoIndex.L002	58530.0	787	2.0	1	0.0	0	8.25
945.P4.B1.lane2.NoIndex.L002	85818.0	928	1.0	1	0.0	0	8.75
945.P4.B10.lane2.NoIndex.L002	44370.0	649	13.0	1	3.0	1	8.01
945.P4.B11.lane2.NoIndex.L002	57039.0	433	4.0	2	0.0	0	8.3
945.P4.B3.lane2.NoIndex.L002	51549.0	593	7.0	2	0.0	0	8.86
945.P4.B5.lane2.NoIndex.L002	68777.0	831	4.0	1	0.0	0	8.24
945.P4.B7.lane2.NoIndex.L002	53223.0	982	30.0	3	1.0	1	8.56
945.P4.B9.lane2.NoIndex.L002	60562.0	638	0.0	0	2.0	1	8.25
945.P4.C1.lane2.NoIndex.L002	80138.0	967	10.0	1	0.0	0	8.56
945.P4.C11.lane2.NoIndex.L002	44174.0	2508	0.0	0	2.0	1	8.1
945.P4.C2.lane2.NoIndex.L002	69522.0	1350	13.0	1	1.0	1	7.99
945.P4.C3.lane2.NoIndex.L002	53973.0	570	14.0	1	0.0	0	7.86
945.P4.C4.lane2.NoIndex.L002	33745.0	373	1.0	1	0.0	0	7.75
945.P4.C5.lane2.NoIndex.L002	65256.0	459	2.0	1	0.0	0	8.04
945.P4.C6.lane2.NoIndex.L002	60766.0	679	1.0	1	0.0	0	8.18
945.P4.C7.lane2.NoIndex.L002	69058.0	1759	28.0	2	0.0	0	7.71
945.P4.C8.lane2.NoIndex.L002	71128.0	900	2.0	1	1.0	1	7.75
945.P4.D1.lane2.NoIndex.L002	69728.0	970	22.0	1	0.0	0	8.56
945.P4.D10.lane2.NoIndex.L002	48792.0	845	15.0	1	0.0	0	7.53
945.P4.D11.lane2.NoIndex.L002	75257.0	668	6.0	1	0.0	0	8.1
945.P4.D2.lane2.NoIndex.L002	61727.0	1249	16.0	1	0.0	0	7.99
945.P4.D3.lane2.NoIndex.L002	51975.0	769	10.0	1	0.0	0	7.86
945.P4.D4.lane2.NoIndex.L002	55283.0	448	1.0	1	0.0	0	7.75
945.P4.D6.lane2.NoIndex.L002	37342.0	1101	2.0	1	0.0	0	8.18
945.P4.D7.lane2.NoIndex.L002	46487.0	1449	11.0	1	0.0	0	7.71
945.P4.D8.lane2.NoIndex.L002	59632.0	1375	3.0	1	0.0	0	7.75
945.P4.D9.lane2.NoIndex.L002	47532.0	3031	0.0	0	4.0	3	7.58
945.P4.E12.lane2.NoIndex.L002	47623.0	1235	41.0	1	0.0	0	8.26
945.P4.E2.lane2.NoIndex.L002	58388.0	1095	2.0	1	0.0	0	8.93
945.P4.E3.lane2.NoIndex.L002	50532.0	950	11.0	1	2.0	1	8.53
945.P4.E6.lane2.NoIndex.L002	54526.0	1300	23.0	2	0.0	0	8.58
945.P4.E7.lane2.NoIndex.L002	39677.0	1152	1.0	1	0.0	0	9.0
945.P4.E8.lane2.NoIndex.L002	71921.0	680	8.0	2	0.0	0	8.72
945.P4.F1.lane2.NoIndex.L002	72375.0	907	1.0	1	0.0	0	8.75
945.P4.F12.lane2.NoIndex.L002	52957.0	1721	17.0	2	0.0	0	8.26
945.P4.F2.lane2.NoIndex.L002	49957.0	2551	0.0	0	2.0	1	8.93
945.P4.F3.lane2.NoIndex.L002	42897.0	742	3.0	1	0.0	0	8.53
945.P4.F5.lane2.NoIndex.L002	66680.0	430	1.0	1	0.0	0	8.48
945.P4.F6.lane2.NoIndex.L002	56252.0	1612	18.0	2	0.0	0	8.58
945.P4.F7.lane2.NoIndex.L002	44264.0	954	7.0	1	0.0	0	9.0
945.P4.F8.lane2.NoIndex.L002	74924.0	675	1.0	1	0.0	0	8.72
945.P4.F9.lane2.NoIndex.L002	50455.0	577	12.0	2	0.0	0	8.03
945.P4.G12.lane2.NoIndex.L002	55111.0	3617	1.0	1	3.0	2	8.05
945.P4.G2.lane2.NoIndex.L002	73019.0	741	2.0	1	1.0	1	8.04
945.P4.G3.lane2.NoIndex.L002	54495.0	610	3.0	1	1.0	1	7.79
945.P4.G6.lane2.NoIndex.L002	58479.0	1863	36.0	3	1.0	1	8.12
945.P4.G7.lane2.NoIndex.L002	30705.0	568	30.0	1	0.0	0	8.07
945.P4.G8.lane2.NoIndex.L002	80648.0	840	4.0	1	0.0	0	7.78
945.P4.G9.lane2.NoIndex.L002	50022.0	3384	0.0	0	4.0	2	7.55
945.P4.H2.lane2.NoIndex.L002	46710.0	1041	7.0	2	4.0	1	8.04
945.P4.H3.lane2.NoIndex.L002	45215.0	666	20.0	1	0.0	0	7.79
945.P4.H5.lane2.NoIndex.L002	71860.0	574	7.0	2	0.0	0	8.05
945.P4.H6.lane2.NoIndex.L002	73294.0	857	4.0	4	0.0	0	8.12
945.P4.H8.lane2.NoIndex.L002	68111.0	876	3.0	1	0.0	0	7.78
945.P4.H9.lane2.NoIndex.L002	53486.0	525	2.0	2	0.0	0	7.55
945.P5.A1.lane2.NoIndex.L002	51097.0	946	12.0	1	0.0	0	8.4
945.P5.A10.lane2.NoIndex.L002	59276.0	1268	3.0	1	0.0	0	8.53
945.P5.A12.lane2.NoIndex.L002	45809.0	620	10.0	1	3.0	2	6.26
945.P5.A2.lane2.NoIndex.L002	54701.0	673	2.0	1	0.0	0	8.61
945.P5.A3.lane2.NoIndex.L002	50099.0	737	3.0	2	0.0	0	8.99
945.P5.A4.lane2.NoIndex.L002	49119.0	995	0.0	0	22.0	3	9.05
945.P5.A5.lane2.NoIndex.L002	77940.0	573	1.0	1	0.0	0	8.2
945.P5.A7.lane2.NoIndex.L002	62055.0	1105	6.0	1	13.0	1	8.21
945.P5.A9.lane2.NoIndex.L002	70932.0	1102	5.0	1	0.0	0	8.7
945.P5.B1.lane2.NoIndex.L002	55158.0	1253	21.0	1	0.0	0	8.4
945.P5.B10.lane2.NoIndex.L002	63182.0	908	10.0	1	2.0	1	8.53
945.P5.B11.lane2.NoIndex.L002	67598.0	520	2.0	2	0.0	0	6.04
945.P5.B12.lane2.NoIndex.L002	42969.0	392	2.0	1	0.0	0	6.26
945.P5.B2.lane2.NoIndex.L002	55746.0	738	6.0	1	0.0	0	8.61
945.P5.B4.lane2.NoIndex.L002	57235.0	677	1.0	1	1.0	1	9.05
945.P5.B5.lane2.NoIndex.L002	48503.0	332	1.0	1	0.0	0	8.2
945.P5.B6.lane2.NoIndex.L002	53487.0	555	1.0	1	2.0	1	8.08
945.P5.B9.lane2.NoIndex.L002	44729.0	271	5.0	1	0.0	0	8.7
945.P5.C10.lane2.NoIndex.L002	44712.0	949	3.0	1	0.0	0	7.59
945.P5.C12.lane2.NoIndex.L002	42170.0	591	4.0	1	0.0	0	4.72
945.P5.C2.lane2.NoIndex.L002	38793.0	2345	0.0	0	3.0	3	8.07
945.P5.C3.lane2.NoIndex.L002	52624.0	720	7.0	1	0.0	0	7.77
945.P5.C4.lane2.NoIndex.L002	54390.0	846	12.0	3	0.0	0	7.79
945.P5.C6.lane2.NoIndex.L002	42975.0	540	7.0	1	0.0	0	7.88
945.P5.C7.lane2.NoIndex.L002	60037.0	673	1.0	1	0.0	0	8.22
945.P5.D1.lane2.NoIndex.L002	56698.0	2051	69.0	3	0.0	0	8.33
945.P5.D10.lane2.NoIndex.L002	54766.0	612	4.0	1	2.0	1	7.59
945.P5.D12.lane2.NoIndex.L002	49716.0	615	4.0	1	0.0	0	4.72
945.P5.D2.lane2.NoIndex.L002	56755.0	687	2.0	2	0.0	0	8.07
945.P5.D3.lane2.NoIndex.L002	52623.0	464	2.0	1	0.0	0	7.77
945.P5.D4.lane2.NoIndex.L002	60076.0	898	15.0	1	0.0	0	7.79
945.P5.D6.lane2.NoIndex.L002	51134.0	623	5.0	2	0.0	0	7.88
945.P5.D7.lane2.NoIndex.L002	57092.0	1376	29.0	2	0.0	0	8.22
945.P5.D9.lane2.NoIndex.L002	54561.0	529	8.0	1	0.0	0	7.86
945.P5.E1.lane2.NoIndex.L002	41886.0	1764	5.0	1	0.0	0	8.8
945.P5.E10.lane2.NoIndex.L002	26274.0	592	58.0	3	7.0	3	6.06
945.P5.E11.lane2.NoIndex.L002	82517.0	842	1.0	1	0.0	0	7.03
945.P5.E12.lane2.NoIndex.L002	56272.0	1271	4.0	1	0.0	0	5.99
945.P5.E2.lane2.NoIndex.L002	60707.0	625	6.0	1	0.0	0	8.91
945.P5.E4.lane2.NoIndex.L002	54850.0	907	2.0	1	0.0	0	8.65
945.P5.E5.lane2.NoIndex.L002	80773.0	802	1.0	1	0.0	0	7.74
945.P5.E6.lane2.NoIndex.L002	62987.0	775	2.0	1	0.0	0	8.05
945.P5.E7.lane2.NoIndex.L002	56727.0	1744	4.0	1	1.0	1	8.38
945.P5.E9.lane2.NoIndex.L002	33089.0	1065	2.0	1	4.0	1	8.78
945.P5.F10.lane2.NoIndex.L002	26472.0	562	18.0	1	6.0	1	6.06
945.P5.F11.lane2.NoIndex.L002	109042.0	654	7.0	1	0.0	0	7.03
945.P5.F12.lane2.NoIndex.L002	71599.0	1572	6.0	1	0.0	0	5.99
945.P5.F2.lane2.NoIndex.L002	60914.0	693	1.0	1	0.0	0	8.91
945.P5.F3.lane2.NoIndex.L002	33298.0	744	0.0	0	3.0	1	8.9
945.P5.F4.lane2.NoIndex.L002	23659.0	441	42.0	2	10.0	2	8.65
945.P5.F6.lane2.NoIndex.L002	58257.0	1116	17.0	2	0.0	0	8.05
945.P5.F7.lane2.NoIndex.L002	35606.0	163	4.0	1	0.0	0	8.38
945.P5.F8.lane2.NoIndex.L002	75261.0	672	2.0	1	0.0	0	8.58
945.P5.F9.lane2.NoIndex.L002	56227.0	1133	18.0	2	0.0	0	8.78
945.P5.G1.lane2.NoIndex.L002	39815.0	729	20.0	2	0.0	0	8.37
945.P5.G10.lane2.NoIndex.L002	14936.0	717	10.0	1	1.0	1	4.84
945.P5.G11.lane2.NoIndex.L002	74376.0	476	2.0	1	0.0	0	4.63
945.P5.G12.lane2.NoIndex.L002	68558.0	2039	4.0	1	0.0	0	4.57
945.P5.G5.lane2.NoIndex.L002	67073.0	500	2.0	1	0.0	0	7.33
945.P5.G6.lane2.NoIndex.L002	69310.0	1777	8.0	1	0.0	0	7.96
945.P5.G8.lane2.NoIndex.L002	78066.0	598	2.0	1	0.0	0	7.9
945.P5.G9.lane2.NoIndex.L002	69877.0	1052	1.0	1	0.0	0	7.72
945.P5.H1.lane2.NoIndex.L002	50990.0	2535	0.0	0	10.0	6	8.37
945.P5.H10.lane2.NoIndex.L002	69541.0	677	2.0	2	0.0	0	4.84
945.P5.H11.lane2.NoIndex.L002	70458.0	434	1.0	1	0.0	0	4.63
945.P5.H12.lane2.NoIndex.L002	60682.0	2098	3.0	2	1.0	1	4.57
945.P5.H2.lane2.NoIndex.L002	64659.0	890	11.0	2	0.0	0	7.82
945.P5.H3.lane2.NoIndex.L002	57451.0	908	1.0	1	0.0	0	7.8
945.P5.H4.lane2.NoIndex.L002	66998.0	641	6.0	1	0.0	0	7.58
945.P5.H5.lane2.NoIndex.L002	66750.0	440	4.0	1	0.0	0	7.33
945.P5.H6.lane2.NoIndex.L002	69701.0	2109	1.0	1	0.0	0	7.96
945.P5.H8.lane2.NoIndex.L002	67409.0	695	4.0	1	0.0	0	7.9
945.P5.H9.lane2.NoIndex.L002	61786.0	1943	7.0	2	1.0	1	7.72
945.P6.A1.lane2.NoIndex.L002	65996.0	1196	2.0	1	0.0	0	6.71
945.P6.A10.lane2.NoIndex.L002	32303.0	724	14.0	1	4.0	1	7.33
945.P6.A11.lane2.NoIndex.L002	40028.0	688	33.0	1	9.0	1	5.85
945.P6.A6.lane2.NoIndex.L002	73345.0	801	0.0	0	2.0	1	5.95
945.P6.A7.lane2.NoIndex.L002	61734.0	3304	0.0	0	9.0	1	5.99
945.P6.A8.lane2.NoIndex.L002	53309.0	819	39.0	1	0.0	0	6.27
945.P6.A9.lane2.NoIndex.L002	67137.0	973	15.0	2	0.0	0	6.56
945.P6.B10.lane2.NoIndex.L002	36534.0	480	0.0	0	15.0	1	7.33
945.P6.B11.lane2.NoIndex.L002	35025.0	778	25.0	1	0.0	0	5.85
945.P6.B12.lane2.NoIndex.L002	55295.0	458	2.0	1	0.0	0	5.92
945.P6.B2.lane2.NoIndex.L002	67349.0	644	3.0	1	0.0	0	7.78
945.P6.B3.lane2.NoIndex.L002	59823.0	788	3.0	1	0.0	0	6.03
945.P6.B5.lane2.NoIndex.L002	47920.0	1132	2.0	1	0.0	0	6.84
945.P6.B6.lane2.NoIndex.L002	61579.0	716	3.0	1	0.0	0	5.95
945.P6.B7.lane2.NoIndex.L002	55260.0	820	55.0	1	1.0	1	5.99
945.P6.B9.lane2.NoIndex.L002	71117.0	1033	0.0	0	4.0	2	6.56
945.P6.C1.lane2.NoIndex.L002	46395.0	876	3.0	1	0.0	0	4.7
945.P6.C11.lane2.NoIndex.L002	61765.0	554	2.0	1	0.0	0	4.92
945.P6.C12.lane2.NoIndex.L002	60825.0	503	6.0	2	0.0	0	4.95
945.P6.C6.lane2.NoIndex.L002	69198.0	547	1.0	1	1.0	1	4.69
945.P6.C7.lane2.NoIndex.L002	51917.0	234	3.0	1	0.0	0	4.88
945.P6.D1.lane2.NoIndex.L002	51452.0	1424	10.0	3	0.0	0	4.7
945.P6.D10.lane2.NoIndex.L002	62730.0	557	29.0	2	35.0	2	5.36
945.P6.D11.lane2.NoIndex.L002	53215.0	672	3.0	1	0.0	0	4.92
945.P6.D12.lane2.NoIndex.L002	54461.0	631	2.0	1	0.0	0	4.95
945.P6.D2.lane2.NoIndex.L002	60237.0	650	1.0	1	0.0	0	4.96
945.P6.D3.lane2.NoIndex.L002	35805.0	740	4.0	2	0.0	0	4.67
945.P6.D4.lane2.NoIndex.L002	1802.0	247	1.0	1	1.0	1	4.69
945.P6.D6.lane2.NoIndex.L002	65693.0	710	1.0	1	1.0	1	4.69
945.P6.D7.lane2.NoIndex.L002	64336.0	710	4.0	1	0.0	0	4.88
945.P6.D8.lane2.NoIndex.L002	57018.0	653	0.0	0	1.0	1	4.96
945.P6.E1.lane2.NoIndex.L002	32533.0	366	17.0	1	0.0	0	7.78
945.P6.E10.lane2.NoIndex.L002	37613.0	657	0.0	0	8.0	1	6.32
945.P6.E12.lane2.NoIndex.L002	56796.0	779	6.0	1	0.0	0	5.95
945.P6.E2.lane2.NoIndex.L002	69392.0	910	1.0	1	0.0	0	5.89
945.P6.E3.lane2.NoIndex.L002	80805.0	366	9.0	1	2.0	1	6.52
945.P6.E7.lane2.NoIndex.L002	21703.0	586	8.0	2	0.0	0	6.08
945.P6.F1.lane2.NoIndex.L002	33144.0	408	78.0	3	8.0	1	7.78
945.P6.F10.lane2.NoIndex.L002	23110.0	603	31.0	2	3.0	1	6.32
945.P6.F11.lane2.NoIndex.L002	52549.0	457	4.0	1	0.0	0	5.95
945.P6.F12.lane2.NoIndex.L002	73456.0	829	5.0	1	0.0	0	5.95
945.P6.F2.lane2.NoIndex.L002	50410.0	779	0.0	0	1.0	1	5.89
945.P6.F3.lane2.NoIndex.L002	39332.0	585	4.0	1	0.0	0	6.52
945.P6.F4.lane2.NoIndex.L002	38129.0	801	27.0	2	0.0	0	6.61
945.P6.F6.lane2.NoIndex.L002	70548.0	832	3.0	1	0.0	0	6.12
945.P6.F7.lane2.NoIndex.L002	69874.0	1464	20.0	2	7.0	2	6.08
945.P6.F8.lane2.NoIndex.L002	80559.0	824	9.0	1	2.0	2	7.18
945.P6.G10.lane2.NoIndex.L002	37605.0	527	48.0	2	9.0	2	4.82
945.P6.G12.lane2.NoIndex.L002	64605.0	3517	0.0	0	13.0	4	4.92
945.P6.G2.lane2.NoIndex.L002	75191.0	839	7.0	1	0.0	0	4.58
945.P6.G4.lane2.NoIndex.L002	16510.0	625	5.0	1	11.0	4	4.56
945.P6.G7.lane2.NoIndex.L002	66994.0	957	22.0	1	9.0	3	4.86
945.P6.G8.lane2.NoIndex.L002	62496.0	379	1.0	1	0.0	0	4.82
945.P6.G9.lane2.NoIndex.L002	15169.0	569	0.0	0	1.0	1	4.69
945.P6.H1.lane2.NoIndex.L002	38827.0	457	0.0	0	5.0	1	4.96
945.P6.H10.lane2.NoIndex.L002	24807.0	737	2.0	2	2.0	1	4.82
945.P6.H11.lane2.NoIndex.L002	62421.0	555	13.0	1	0.0	0	4.92
945.P6.H12.lane2.NoIndex.L002	44846.0	245	1.0	1	1.0	1	4.92
945.P6.H2.lane2.NoIndex.L002	82243.0	583	1.0	1	0.0	0	4.58
945.P6.H4.lane2.NoIndex.L002	59688.0	971	0.0	0	2.0	1	4.56
945.P6.H7.lane2.NoIndex.L002	28829.0	1098	1.0	1	4.0	2	4.86
945.P6.H8.lane2.NoIndex.L002	65248.0	662	3.0	1	1.0	1	4.82
945.P6.H9.lane2.NoIndex.L002	32334.0	763	5.0	1	0.0	0	4.69
945.P7.A1.lane2.NoIndex.L002	55175.0	790	43.0	1	3.0	1	6.21
945.P7.A10.lane2.NoIndex.L002	13058.0	462	9.0	1	0.0	0	5.83
945.P7.A11.lane2.NoIndex.L002	20973.0	665	11.0	1	3.0	2	6.0
945.P7.A12.lane2.NoIndex.L002	43479.0	352	4.0	1	0.0	0	6.12
945.P7.A2.lane2.NoIndex.L002	49766.0	728	20.0	1	0.0	0	6.2
945.P7.A3.lane2.NoIndex.L002	50356.0	806	2.0	1	0.0	0	6.86
945.P7.A5.lane2.NoIndex.L002	22840.0	754	3.0	1	0.0	0	6.14
945.P7.A6.lane2.NoIndex.L002	35968.0	533	1.0	1	0.0	0	6.06
945.P7.A7.lane2.NoIndex.L002	16569.0	422	4.0	1	0.0	0	6.33
945.P7.A8.lane2.NoIndex.L002	40549.0	979	4.0	2	0.0	0	6.78
945.P7.A9.lane2.NoIndex.L002	42657.0	625	1.0	1	0.0	0	6.73
945.P7.B1.lane2.NoIndex.L002	46025.0	366	5.0	1	0.0	0	6.21
945.P7.B10.lane2.NoIndex.L002	31277.0	667	29.0	1	1.0	1	5.83
945.P7.B11.lane2.NoIndex.L002	22424.0	708	4.0	3	0.0	0	6.0
945.P7.B12.lane2.NoIndex.L002	40695.0	303	1.0	1	0.0	0	6.12
